drugname,total_reports,death_rate_pct,outcome,report_count
VYEPTI,2122.0,0.85,No Outcome Reported,1382.0
VUMERITY,2119.0,3.82,No Outcome Reported,1294.0
FENTANYL,2104.0,55.23,No Outcome Reported,187.0
TECENTRIQ,2103.0,37.33,No Outcome Reported,48.0
NEULASTA,2081.0,1.2,No Outcome Reported,1960.0
MAVENCLAD,2062.0,1.36,No Outcome Reported,527.0
ADVATE,2049.0,0.54,No Outcome Reported,27.0
OLAPARIB,2023.0,23.63,No Outcome Reported,21.0
CAPECITABINE,2020.0,13.76,No Outcome Reported,173.0
TOLVAPTAN,2018.0,11.5,No Outcome Reported,796.0
PONATINIB,2014.0,13.46,No Outcome Reported,176.0
ROSUVASTATIN,2013.0,1.79,No Outcome Reported,156.0
EVENITY,2012.0,4.08,No Outcome Reported,740.0
FASENRA,2002.0,7.14,No Outcome Reported,872.0
VENETOCLAX,1977.0,21.24,No Outcome Reported,32.0
ICATIBANT,1974.0,0.61,No Outcome Reported,125.0
TAGRISSO,1968.0,19.16,No Outcome Reported,144.0
ENTYVIO,1964.0,2.19,No Outcome Reported,890.0
FRUQUINTINIB,1961.0,36.82,No Outcome Reported,10.0
CARVYKTI,1932.0,9.11,No Outcome Reported,636.0
VYNDAMAX,1916.0,28.81,No Outcome Reported,418.0
TEZSPIRE,1877.0,3.62,No Outcome Reported,1002.0
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,1858.0,63.83,No Outcome Reported,77.0
XCOPRI,1841.0,1.9,No Outcome Reported,1274.0
RISANKIZUMAB,1837.0,0.49,No Outcome Reported,1399.0
ADBRY,1826.0,1.48,No Outcome Reported,1533.0
ACALABRUTINIB,1816.0,12.44,No Outcome Reported,11.0
CIPROFLOXACIN,1788.0,4.19,No Outcome Reported,114.0
LANADELUMAB,1781.0,2.41,No Outcome Reported,140.0
VENLAFAXINE,1767.0,9.68,No Outcome Reported,94.0
ZOLEDRONIC ACID,1759.0,4.43,No Outcome Reported,46.0
DOXORUBICIN,1755.0,16.18,No Outcome Reported,35.0
OPSUMIT,1746.0,14.09,No Outcome Reported,622.0
VEVYE,1729.0,0.0,No Outcome Reported,1714.0
BORTEZOMIB,1719.0,13.21,No Outcome Reported,22.0
TREPROSTINIL,1706.0,15.47,No Outcome Reported,126.0
HIZENTRA,1703.0,7.93,No Outcome Reported,646.0
BASAGLAR,1687.0,0.47,No Outcome Reported,1359.0
VANCOMYCIN,1687.0,17.49,No Outcome Reported,147.0
YERVOY,1676.0,29.12,No Outcome Reported,83.0
DOCETAXEL,1667.0,13.5,No Outcome Reported,111.0
AMBRISENTAN,1666.0,15.13,No Outcome Reported,316.0
VOLTAREN ARTHRITIS PAIN,1659.0,0.66,No Outcome Reported,1641.0
LAMOTRIGINE,1650.0,7.52,No Outcome Reported,132.0
RAMIPRIL,1647.0,1.52,No Outcome Reported,1006.0
LEQVIO,1632.0,3.37,No Outcome Reported,862.0
LETROZOLE,1626.0,5.47,No Outcome Reported,59.0
MINOXIDIL,1620.0,0.0,No Outcome Reported,1514.0
MEPOLIZUMAB,1619.0,7.6,No Outcome Reported,139.0
GLASSIA,1608.0,7.15,No Outcome Reported,85.0
PADCEV,1605.0,19.0,No Outcome Reported,202.0
STRENSIQ,1598.0,1.44,No Outcome Reported,471.0
DICLOFENAC,1596.0,15.23,No Outcome Reported,294.0
VABYSMO,1590.0,10.63,No Outcome Reported,424.0
MIRALAX,1578.0,0.38,No Outcome Reported,1509.0
DOXYCYCLINE,1569.0,5.8,No Outcome Reported,225.0
OMEPRAZOLE,1568.0,4.85,No Outcome Reported,248.0
TAVNEOS,1563.0,12.8,No Outcome Reported,168.0
FLUOROURACIL,1554.0,7.79,No Outcome Reported,154.0
PALYNZIQ,1540.0,0.32,No Outcome Reported,1227.0
CITALOPRAM,1532.0,50.39,No Outcome Reported,43.0
OXYCODONE HYDROCHLORIDE,1528.0,23.17,No Outcome Reported,562.0
CLOPIDOGREL,1527.0,10.67,No Outcome Reported,130.0
TRAMADOL,1519.0,19.42,No Outcome Reported,59.0
COBENFY,1518.0,1.25,No Outcome Reported,1171.0
AIMOVIG,1516.0,5.08,No Outcome Reported,980.0
RUXIENCE,1516.0,6.73,No Outcome Reported,52.0
GEMTESA,1500.0,6.07,No Outcome Reported,1152.0
LEQEMBI,1498.0,4.74,No Outcome Reported,765.0
HYRIMOZ,1496.0,4.75,No Outcome Reported,606.0
PANTOPRAZOLE,1494.0,7.97,No Outcome Reported,64.0
AZITHROMYCIN,1491.0,7.65,No Outcome Reported,189.0
CABENUVA,1477.0,1.9,No Outcome Reported,1089.0
ENTRESTO,1470.0,8.84,No Outcome Reported,212.0
SYMBICORT,1466.0,1.36,No Outcome Reported,744.0
GEMCITABINE,1465.0,13.24,No Outcome Reported,109.0
FULVESTRANT,1456.0,14.08,No Outcome Reported,30.0
RUXOLITINIB,1452.0,15.36,No Outcome Reported,17.0
KISUNLA,1445.0,2.21,No Outcome Reported,730.0
CAMZYOS,1416.0,2.97,No Outcome Reported,933.0
AMOXICILLIN,1415.0,2.47,No Outcome Reported,140.0
VYALEV,1402.0,7.85,No Outcome Reported,557.0
XARELTO,1396.0,5.87,No Outcome Reported,317.0
IXAZOMIB,1393.0,21.32,No Outcome Reported,55.0
TRUVADA,1388.0,0.5,No Outcome Reported,291.0
ALPRAZOLAM,1387.0,19.83,No Outcome Reported,134.0
VELAGLUCERASE ALFA,1383.0,4.77,No Outcome Reported,51.0
AVASTIN,1383.0,28.2,No Outcome Reported,253.0
CAPLYTA,1381.0,0.94,No Outcome Reported,1060.0
TRIKAFTA,1375.0,2.55,No Outcome Reported,784.0
UBLITUXIMAB,1364.0,0.81,No Outcome Reported,1104.0
INVEGA SUSTENNA,1358.0,1.25,No Outcome Reported,855.0
AVONEX,1343.0,3.87,No Outcome Reported,662.0
BOTOX COSMETIC,1339.0,0.07,No Outcome Reported,1289.0
RYBREVANT,1334.0,7.12,No Outcome Reported,425.0
RILPIVIRINE,1332.0,1.05,No Outcome Reported,1055.0
NEXPLANON,1326.0,0.15,No Outcome Reported,29.0
LUMRYZ,1319.0,0.15,No Outcome Reported,1139.0
SYNTHROID,1317.0,21.94,No Outcome Reported,550.0
HEMANGEOL,1313.0,0.08,No Outcome Reported,1287.0
RISPERIDONE,1313.0,5.86,No Outcome Reported,133.0
FARXIGA,1309.0,18.26,No Outcome Reported,586.0
MIRTAZAPINE,1305.0,10.27,No Outcome Reported,59.0
OMALIZUMAB,1303.0,1.23,No Outcome Reported,13.0
QINLOCK,1302.0,6.37,No Outcome Reported,634.0
LEVOFLOXACIN,1299.0,5.47,No Outcome Reported,98.0
LYNPARZA,1294.0,13.6,No Outcome Reported,147.0
ESTRADIOL TRANSDERMAL SYSTEM,1279.0,0.0,No Outcome Reported,1260.0
DUPILUMAB,1278.0,2.27,No Outcome Reported,602.0
TAVALISSE,1269.0,6.78,No Outcome Reported,832.0
WINREVAIR,1261.0,3.89,No Outcome Reported,605.0
LANTUS,1259.0,0.64,No Outcome Reported,1114.0
LINEZOLID,1257.0,9.86,No Outcome Reported,113.0
TADALAFIL,1251.0,11.99,No Outcome Reported,296.0
TERIPARATIDE,1238.0,3.23,No Outcome Reported,716.0
AJOVY,1238.0,1.45,No Outcome Reported,634.0
EZETIMIBE,1236.0,1.54,No Outcome Reported,231.0
ACOLTREMON,1232.0,0.0,No Outcome Reported,1215.0
VOQUEZNA,1229.0,2.69,No Outcome Reported,1106.0
IMATINIB,1227.0,7.25,No Outcome Reported,100.0
XDEMVY,1200.0,0.75,No Outcome Reported,1124.0
XYREM,1191.0,0.42,No Outcome Reported,19.0
DIAZEPAM,1186.0,13.49,No Outcome Reported,84.0
QSYMIA,1182.0,0.25,No Outcome Reported,1113.0
NIVOLUMAB,1177.0,14.19,No Outcome Reported,57.0
UPADACITINIB,1177.0,1.44,No Outcome Reported,599.0
BUPRENORPHINE,1174.0,33.65,No Outcome Reported,242.0
TECFIDERA,1163.0,2.06,No Outcome Reported,596.0
FINTEPLA,1162.0,1.98,No Outcome Reported,61.0
PEMETREXED,1158.0,14.16,No Outcome Reported,11.0
RISPERDAL,1151.0,1.91,No Outcome Reported,670.0
ACTEMRA ACTPEN,1150.0,4.87,No Outcome Reported,843.0
ETOPOSIDE,1149.0,22.63,No Outcome Reported,18.0
TEZEPELUMAB,1146.0,13.44,No Outcome Reported,27.0
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",1140.0,13.6,No Outcome Reported,657.0
ARIKAYCE,1125.0,14.04,No Outcome Reported,201.0
RYBELSUS,1122.0,2.85,No Outcome Reported,332.0
NOVOLOG,1120.0,4.73,No Outcome Reported,224.0
XPHOZAH,1117.0,15.85,No Outcome Reported,675.0
ERLEADA,1113.0,10.87,No Outcome Reported,347.0
LENVATINIB,1111.0,8.91,No Outcome Reported,17.0
BRUKINSA,1101.0,8.9,No Outcome Reported,250.0
AMIODARONE,1095.0,9.86,No Outcome Reported,24.0
ZEPOSIA,1088.0,2.02,No Outcome Reported,817.0
METRONIDAZOLE,1085.0,6.45,No Outcome Reported,109.0
OPZELURA,1079.0,0.09,No Outcome Reported,949.0
FUROSEMIDE,1073.0,7.92,No Outcome Reported,48.0
ZYRTEC,1064.0,0.19,No Outcome Reported,921.0
SLYND,1063.0,0.0,No Outcome Reported,1015.0
QUETIAPINE FUMARATE,1063.0,12.23,No Outcome Reported,111.0
RUCONEST,1053.0,0.19,No Outcome Reported,782.0
KEPPRA,1053.0,1.52,No Outcome Reported,507.0
OXYCONTIN,1053.0,24.98,No Outcome Reported,152.0
ESCITALOPRAM,1052.0,7.51,No Outcome Reported,96.0
GUSELKUMAB,1042.0,0.19,No Outcome Reported,972.0
ADEMPAS,1042.0,31.38,No Outcome Reported,142.0
AZACITIDINE,1038.0,33.43,No Outcome Reported,7.0
TOUJEO,1034.0,0.48,No Outcome Reported,888.0
DUPIXENT,125677.0,0.38,Other Serious,5914.0
VEDOLIZUMAB,48278.0,1.29,Other Serious,34106.0
ZEPBOUND,30098.0,0.17,Other Serious,930.0
MOUNJARO,27901.0,1.0,Other Serious,5463.0
SKYRIZI,19963.0,3.63,Other Serious,10287.0
RINVOQ,15046.0,4.11,Other Serious,7616.0
ORGOVYX,14813.0,2.85,Other Serious,1671.0
OZEMPIC,14766.0,1.32,Other Serious,4313.0
REVLIMID,13432.0,5.59,Other Serious,2696.0
HUMIRA,11402.0,6.37,Other Serious,3980.0
LENALIDOMIDE,10962.0,7.48,Other Serious,2700.0
NUPLAZID,10582.0,19.22,Other Serious,3026.0
BIMZELX,10225.0,0.4,Other Serious,1300.0
GENOTROPIN,10000.0,0.21,Other Serious,242.0
HUMAN IMMUNOGLOBULIN G,9696.0,6.1,Other Serious,4555.0
POMALYST,8464.0,7.44,Other Serious,1689.0
RITUXIMAB,8373.0,16.31,Other Serious,4285.0
ORENCIA,8264.0,4.5,Other Serious,1000.0
DAPAGLIFLOZIN,8019.0,38.38,Other Serious,3080.0
CIMZIA,7893.0,2.53,Other Serious,2580.0
KEYTRUDA,7675.0,19.4,Other Serious,2826.0
ACETAMINOPHEN,7539.0,23.89,Other Serious,1597.0
ALBUTEROL SULFATE,7409.0,0.2,Other Serious,210.0
TEDUGLUTIDE,7346.0,6.34,Other Serious,1180.0
METHOTREXATE,7236.0,10.95,Other Serious,3431.0
NEMLUVIO,6946.0,0.71,Other Serious,138.0
REPATHA,6903.0,2.65,Other Serious,1227.0
ELIQUIS,6716.0,14.55,Other Serious,1521.0
PREDNISONE,6660.0,14.35,Other Serious,3094.0
TYVASO DPI,6498.0,2.91,Other Serious,698.0
SPRAVATO,6469.0,2.41,Other Serious,4139.0
LANTUS SOLOSTAR,6408.0,0.17,Other Serious,304.0
CORTICOTROPIN,6358.0,1.65,Other Serious,1613.0
TYMLOS,6287.0,1.26,Other Serious,950.0
COSENTYX,6172.0,7.29,Other Serious,1726.0
JAKAFI,6171.0,7.08,Other Serious,1077.0
REMODULIN,5964.0,4.64,Other Serious,582.0
ELIGARD,5844.0,14.25,Other Serious,495.0
TREMFYA,5681.0,1.25,Other Serious,1056.0
MYCOPHENOLATE MOFETIL,5676.0,14.62,Other Serious,2457.0
CARBOPLATIN,5619.0,12.01,Other Serious,2303.0
TISLELIZUMAB,5583.0,0.52,Other Serious,2522.0
NUCALA,5563.0,2.12,Other Serious,423.0
ADALIMUMAB,5417.0,12.04,Other Serious,2960.0
WEGOVY,5276.0,0.66,Other Serious,2011.0
XELJANZ XR,5243.0,1.64,Other Serious,1489.0
CABOMETYX,5233.0,5.03,Other Serious,1075.0
IBRANCE,5179.0,10.74,Other Serious,1581.0
TACROLIMUS,5147.0,12.98,Other Serious,1990.0
XOLAIR,5086.0,0.92,Other Serious,982.0
TYLENOL,4981.0,0.92,Other Serious,1123.0
INFLIXIMAB,4638.0,4.05,Other Serious,2879.0
OCREVUS,4572.0,2.01,Other Serious,1245.0
BENLYSTA,4541.0,0.7,Other Serious,1511.0
ATORVASTATIN,4512.0,3.81,Other Serious,2546.0
FINASTERIDE,4420.0,2.17,Other Serious,895.0
SIMPONI,4419.0,1.45,Other Serious,1603.0
CLOZARIL,4413.0,20.24,Other Serious,1094.0
TRULICITY,4339.0,1.06,Other Serious,682.0
LEVETIRACETAM,4253.0,4.21,Other Serious,1938.0
CREON,4211.0,9.4,Other Serious,2151.0
KEVZARA,4207.0,1.85,Other Serious,678.0
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,4183.0,6.65,Other Serious,1493.0
KESIMPTA,4162.0,1.59,Other Serious,2108.0
IBUPROFEN,4159.0,4.3,Other Serious,1500.0
TYVASO,4114.0,6.27,Other Serious,502.0
CLOZAPINE,4085.0,14.91,Other Serious,1293.0
ULTOMIRIS,4018.0,9.81,Other Serious,1666.0
HUMALOG,3909.0,0.72,Other Serious,358.0
INFLECTRA,3898.0,1.56,Other Serious,2537.0
DEXAMETHASONE,3854.0,12.9,Other Serious,1922.0
STELARA,3850.0,1.97,Other Serious,843.0
METFORMIN,3812.0,10.49,Other Serious,1013.0
BEVACIZUMAB,3700.0,19.68,Other Serious,1905.0
CARBIDOPA\LEVODOPA,3658.0,33.41,Other Serious,647.0
MIRENA,3573.0,0.11,Other Serious,610.0
VENCLEXTA,3493.0,30.52,Other Serious,1043.0
PLUVICTO,3478.0,9.03,Other Serious,303.0
SERTRALINE,3456.0,5.15,Other Serious,1237.0
TYSABRI,3410.0,4.19,Other Serious,681.0
OXALIPLATIN,3388.0,10.24,Other Serious,1587.0
REMICADE,3329.0,3.09,Other Serious,2011.0
CERTOLIZUMAB PEGOL,3308.0,2.33,Other Serious,2505.0
OXERVATE,3307.0,0.91,Other Serious,69.0
OSIMERTINIB,3302.0,40.31,Other Serious,1319.0
PARAGARD T 380A,3287.0,0.09,Other Serious,2706.0
EMGALITY,3277.0,0.18,Other Serious,208.0
ENBREL,3258.0,5.22,Other Serious,779.0
LENVIMA,3245.0,6.59,Other Serious,693.0
TRELEGY ELLIPTA,3151.0,4.79,Other Serious,269.0
PREGABALIN,3136.0,11.19,Other Serious,1285.0
ORENITRAM,3128.0,2.43,Other Serious,379.0
OMNITROPE,3053.0,0.39,Other Serious,224.0
GABAPENTIN,2974.0,10.02,Other Serious,1141.0
ALBUTEROL,2973.0,2.76,Other Serious,274.0
XYWAV,2945.0,0.54,Other Serious,2029.0
PEMBROLIZUMAB,2938.0,12.76,Other Serious,1276.0
BOTOX,2931.0,10.92,Other Serious,503.0
EPIDIOLEX,2929.0,16.32,Other Serious,564.0
METHOTREXATE SODIUM,2898.0,4.87,Other Serious,1370.0
PROLIA,2872.0,17.79,Other Serious,1122.0
TALTZ,2840.0,1.65,Other Serious,338.0
AMLODIPINE,2835.0,9.1,Other Serious,1273.0
BREZTRI,2817.0,4.54,Other Serious,373.0
OLANZAPINE,2817.0,7.06,Other Serious,982.0
FILSPARI,2784.0,0.54,Other Serious,296.0
XELJANZ,2776.0,3.42,Other Serious,928.0
OPDIVO,2760.0,20.54,Other Serious,789.0
ACTEMRA,2749.0,9.6,Other Serious,856.0
IMBRUVICA,2741.0,16.6,Other Serious,1281.0
DAYBUE,2733.0,0.51,Other Serious,403.0
FOSCARBIDOPA\FOSLEVODOPA,2718.0,17.26,Other Serious,497.0
OFEV,2673.0,19.72,Other Serious,566.0
OTEZLA,2672.0,2.17,Other Serious,431.0
PAXLOVID,2663.0,1.35,Other Serious,197.0
KISQALI,2661.0,11.39,Other Serious,1139.0
PREDNISOLONE,2629.0,12.02,Other Serious,1274.0
VERZENIO,2613.0,4.4,Other Serious,383.0
PACLITAXEL,2521.0,7.3,Other Serious,1183.0
BIMEKIZUMAB,2512.0,1.07,Other Serious,1758.0
AYVAKIT,2423.0,2.02,Other Serious,391.0
SOLIRIS,2420.0,17.27,Other Serious,890.0
LUPKYNIS,2417.0,0.37,Other Serious,259.0
ARIPIPRAZOLE,2377.0,7.15,Other Serious,906.0
FENFLURAMINE,2373.0,0.0,Other Serious,1295.0
XOLAIR PFS,2373.0,1.31,Other Serious,299.0
HEMLIBRA,2360.0,4.19,Other Serious,229.0
CYCLOSPORINE,2357.0,14.59,Other Serious,1206.0
DURVALUMAB,2353.0,39.91,Other Serious,902.0
CONTRAVE,2350.0,0.09,Other Serious,167.0
CYCLOPHOSPHAMIDE,2341.0,15.85,Other Serious,829.0
ESTRADIOL,2341.0,0.21,Other Serious,239.0
APIXABAN,2291.0,11.35,Other Serious,814.0
JARDIANCE,2227.0,4.63,Other Serious,417.0
TRASTUZUMAB,2222.0,10.08,Other Serious,1288.0
ISOTRETINOIN,2203.0,0.59,Other Serious,566.0
DEPO-PROVERA,2177.0,0.46,Other Serious,1829.0
ENHERTU,2176.0,28.86,Other Serious,736.0
IMFINZI,2176.0,34.19,Other Serious,901.0
BENRALIZUMAB,2172.0,16.57,Other Serious,1009.0
QUETIAPINE,2140.0,10.75,Other Serious,745.0
IDURSULFASE,2127.0,6.96,Other Serious,641.0
VYEPTI,2122.0,0.85,Other Serious,493.0
VUMERITY,2119.0,3.82,Other Serious,323.0
FENTANYL,2104.0,55.23,Other Serious,357.0
TECENTRIQ,2103.0,37.33,Other Serious,652.0
NEULASTA,2081.0,1.2,Other Serious,47.0
MAVENCLAD,2062.0,1.36,Other Serious,1078.0
ADVATE,2049.0,0.54,Other Serious,1384.0
OLAPARIB,2023.0,23.63,Other Serious,1135.0
CAPECITABINE,2020.0,13.76,Other Serious,769.0
TOLVAPTAN,2018.0,11.5,Other Serious,652.0
PONATINIB,2014.0,13.46,Other Serious,591.0
ROSUVASTATIN,2013.0,1.79,Other Serious,1179.0
EVENITY,2012.0,4.08,Other Serious,605.0
FASENRA,2002.0,7.14,Other Serious,604.0
VENETOCLAX,1977.0,21.24,Other Serious,805.0
ICATIBANT,1974.0,0.61,Other Serious,761.0
TAGRISSO,1968.0,19.16,Other Serious,970.0
ENTYVIO,1964.0,2.19,Other Serious,732.0
FRUQUINTINIB,1961.0,36.82,Other Serious,781.0
CARVYKTI,1932.0,9.11,Other Serious,451.0
VYNDAMAX,1916.0,28.81,Other Serious,398.0
TEZSPIRE,1877.0,3.62,Other Serious,455.0
BUDESONIDE\FORMOTEROL\GLYCOPYRRONIUM,1858.0,63.83,Other Serious,429.0
XCOPRI,1841.0,1.9,Other Serious,169.0
RISANKIZUMAB,1837.0,0.49,Other Serious,229.0
ADBRY,1826.0,1.48,Other Serious,154.0
ACALABRUTINIB,1816.0,12.44,Other Serious,959.0
CIPROFLOXACIN,1788.0,4.19,Other Serious,807.0
LANADELUMAB,1781.0,2.41,Other Serious,563.0
VENLAFAXINE,1767.0,9.68,Other Serious,604.0
ZOLEDRONIC ACID,1759.0,4.43,Other Serious,1075.0
DOXORUBICIN,1755.0,16.18,Other Serious,882.0
OPSUMIT,1746.0,14.09,Other Serious,159.0
VEVYE,1729.0,0.0,Other Serious,11.0
BORTEZOMIB,1719.0,13.21,Other Serious,1055.0
TREPROSTINIL,1706.0,15.47,Other Serious,399.0
HIZENTRA,1703.0,7.93,Other Serious,471.0
BASAGLAR,1687.0,0.47,Other Serious,200.0
VANCOMYCIN,1687.0,17.49,Other Serious,496.0
YERVOY,1676.0,29.12,Other Serious,533.0
DOCETAXEL,1667.0,13.5,Other Serious,759.0
AMBRISENTAN,1666.0,15.13,Other Serious,261.0
VOLTAREN ARTHRITIS PAIN,1659.0,0.66,Other Serious,6.0
LAMOTRIGINE,1650.0,7.52,Other Serious,545.0
RAMIPRIL,1647.0,1.52,Other Serious,308.0
LEQVIO,1632.0,3.37,Other Serious,504.0
LETROZOLE,1626.0,5.47,Other Serious,1053.0
MINOXIDIL,1620.0,0.0,Other Serious,75.0
MEPOLIZUMAB,1619.0,7.6,Other Serious,559.0
GLASSIA,1608.0,7.15,Other Serious,720.0
PADCEV,1605.0,19.0,Other Serious,672.0
STRENSIQ,1598.0,1.44,Other Serious,845.0
DICLOFENAC,1596.0,15.23,Other Serious,541.0
VABYSMO,1590.0,10.63,Other Serious,848.0
MIRALAX,1578.0,0.38,Other Serious,50.0
DOXYCYCLINE,1569.0,5.8,Other Serious,767.0
OMEPRAZOLE,1568.0,4.85,Other Serious,613.0
TAVNEOS,1563.0,12.8,Other Serious,273.0
FLUOROURACIL,1554.0,7.79,Other Serious,541.0
PALYNZIQ,1540.0,0.32,Other Serious,197.0
CITALOPRAM,1532.0,50.39,Other Serious,314.0
OXYCODONE HYDROCHLORIDE,1528.0,23.17,Other Serious,360.0
CLOPIDOGREL,1527.0,10.67,Other Serious,620.0
TRAMADOL,1519.0,19.42,Other Serious,588.0
COBENFY,1518.0,1.25,Other Serious,196.0
AIMOVIG,1516.0,5.08,Other Serious,284.0
RUXIENCE,1516.0,6.73,Other Serious,949.0
GEMTESA,1500.0,6.07,Other Serious,177.0
LEQEMBI,1498.0,4.74,Other Serious,225.0
HYRIMOZ,1496.0,4.75,Other Serious,569.0
PANTOPRAZOLE,1494.0,7.97,Other Serious,539.0
AZITHROMYCIN,1491.0,7.65,Other Serious,602.0
CABENUVA,1477.0,1.9,Other Serious,273.0
ENTRESTO,1470.0,8.84,Other Serious,697.0
SYMBICORT,1466.0,1.36,Other Serious,428.0
GEMCITABINE,1465.0,13.24,Other Serious,825.0
FULVESTRANT,1456.0,14.08,Other Serious,856.0
RUXOLITINIB,1452.0,15.36,Other Serious,760.0
KISUNLA,1445.0,2.21,Other Serious,506.0
CAMZYOS,1416.0,2.97,Other Serious,262.0
AMOXICILLIN,1415.0,2.47,Other Serious,619.0
VYALEV,1402.0,7.85,Other Serious,245.0
XARELTO,1396.0,5.87,Other Serious,532.0
IXAZOMIB,1393.0,21.32,Other Serious,514.0
TRUVADA,1388.0,0.5,Other Serious,1045.0
ALPRAZOLAM,1387.0,19.83,Other Serious,367.0
VELAGLUCERASE ALFA,1383.0,4.77,Other Serious,429.0
AVASTIN,1383.0,28.2,Other Serious,455.0
CAPLYTA,1381.0,0.94,Other Serious,241.0
TRIKAFTA,1375.0,2.55,Other Serious,251.0
UBLITUXIMAB,1364.0,0.81,Other Serious,104.0
INVEGA SUSTENNA,1358.0,1.25,Other Serious,219.0
AVONEX,1343.0,3.87,Other Serious,252.0
BOTOX COSMETIC,1339.0,0.07,Other Serious,36.0
RYBREVANT,1334.0,7.12,Other Serious,569.0
RILPIVIRINE,1332.0,1.05,Other Serious,215.0
NEXPLANON,1326.0,0.15,Other Serious,1212.0
LUMRYZ,1319.0,0.15,Other Serious,123.0
SYNTHROID,1317.0,21.94,Other Serious,327.0
HEMANGEOL,1313.0,0.08,Other Serious,4.0
RISPERIDONE,1313.0,5.86,Other Serious,504.0
FARXIGA,1309.0,18.26,Other Serious,307.0
MIRTAZAPINE,1305.0,10.27,Other Serious,561.0
OMALIZUMAB,1303.0,1.23,Other Serious,836.0
QINLOCK,1302.0,6.37,Other Serious,313.0
LEVOFLOXACIN,1299.0,5.47,Other Serious,472.0
LYNPARZA,1294.0,13.6,Other Serious,720.0
ESTRADIOL TRANSDERMAL SYSTEM,1279.0,0.0,Other Serious,11.0
DUPILUMAB,1278.0,2.27,Other Serious,360.0
TAVALISSE,1269.0,6.78,Other Serious,41.0
WINREVAIR,1261.0,3.89,Other Serious,168.0
LANTUS,1259.0,0.64,Other Serious,86.0
LINEZOLID,1257.0,9.86,Other Serious,568.0
TADALAFIL,1251.0,11.99,Other Serious,359.0
TERIPARATIDE,1238.0,3.23,Other Serious,297.0
AJOVY,1238.0,1.45,Other Serious,448.0
EZETIMIBE,1236.0,1.54,Other Serious,732.0
ACOLTREMON,1232.0,0.0,Other Serious,12.0
VOQUEZNA,1229.0,2.69,Other Serious,14.0
IMATINIB,1227.0,7.25,Other Serious,710.0
XDEMVY,1200.0,0.75,Other Serious,38.0
XYREM,1191.0,0.42,Other Serious,866.0
DIAZEPAM,1186.0,13.49,Other Serious,386.0
QSYMIA,1182.0,0.25,Other Serious,52.0
NIVOLUMAB,1177.0,14.19,Other Serious,540.0
UPADACITINIB,1177.0,1.44,Other Serious,280.0
BUPRENORPHINE,1174.0,33.65,Other Serious,285.0
TECFIDERA,1163.0,2.06,Other Serious,245.0
FINTEPLA,1162.0,1.98,Other Serious,737.0
PEMETREXED,1158.0,14.16,Other Serious,424.0
RISPERDAL,1151.0,1.91,Other Serious,267.0
ACTEMRA ACTPEN,1150.0,4.87,Other Serious,142.0
ETOPOSIDE,1149.0,22.63,Other Serious,430.0
TEZEPELUMAB,1146.0,13.44,Other Serious,555.0
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",1140.0,13.6,Other Serious,258.0
ARIKAYCE,1125.0,14.04,Other Serious,296.0
RYBELSUS,1122.0,2.85,Other Serious,411.0
NOVOLOG,1120.0,4.73,Other Serious,502.0
XPHOZAH,1117.0,15.85,Other Serious,34.0
ERLEADA,1113.0,10.87,Other Serious,389.0
LENVATINIB,1111.0,8.91,Other Serious,399.0
BRUKINSA,1101.0,8.9,Other Serious,476.0
AMIODARONE,1095.0,9.86,Other Serious,391.0
ZEPOSIA,1088.0,2.02,Other Serious,156.0
METRONIDAZOLE,1085.0,6.45,Other Serious,493.0
OPZELURA,1079.0,0.09,Other Serious,91.0
FUROSEMIDE,1073.0,7.92,Other Serious,347.0
ZYRTEC,1064.0,0.19,Other Serious,107.0
SLYND,1063.0,0.0,Other Serious,43.0
QUETIAPINE FUMARATE,1063.0,12.23,Other Serious,390.0
RUCONEST,1053.0,0.19,Other Serious,91.0
KEPPRA,1053.0,1.52,Other Serious,334.0
OXYCONTIN,1053.0,24.98,Other Serious,403.0
ESCITALOPRAM,1052.0,7.51,Other Serious,330.0
GUSELKUMAB,1042.0,0.19,Other Serious,46.0
ADEMPAS,1042.0,31.38,Other Serious,229.0
AZACITIDINE,1038.0,33.43,Other Serious,375.0
TOUJEO,1034.0,0.48,Other Serious,67.0
DUPIXENT,125677.0,0.38,Required Intervention,30.0
ZEPBOUND,30098.0,0.17,Required Intervention,26.0
MOUNJARO,27901.0,1.0,Required Intervention,14.0
SKYRIZI,19963.0,3.63,Required Intervention,25.0
RINVOQ,15046.0,4.11,Required Intervention,23.0
OZEMPIC,14766.0,1.32,Required Intervention,15.0
REVLIMID,13432.0,5.59,Required Intervention,5.0
HUMIRA,11402.0,6.37,Required Intervention,34.0
LENALIDOMIDE,10962.0,7.48,Required Intervention,83.0
BIMZELX,10225.0,0.4,Required Intervention,2.0
GENOTROPIN,10000.0,0.21,Required Intervention,2.0
POMALYST,8464.0,7.44,Required Intervention,10.0
RITUXIMAB,8373.0,16.31,Required Intervention,2.0
