drugname,pt,count
DICLOFENAC,Osteoarthritis,150
DICLOFENAC,Nausea,148
DICLOFENAC,Headache,138
DOCETAXEL,Off label use,145
DOCETAXEL,Nausea,141
DOCETAXEL,Drug ineffective,140
DOCETAXEL,Fatigue,134
DOCETAXEL,Disease progression,124
DOCETAXEL,Neutropenia,112
DOCETAXEL,Vomiting,99
DOCETAXEL,Back pain,90
DOCETAXEL,Pleural effusion,90
DOCETAXEL,Diarrhoea,84
DOXORUBICIN,Drug ineffective,222
DOXORUBICIN,Disease progression,175
DOXORUBICIN,Febrile neutropenia,156
DOXORUBICIN,Off label use,134
DOXORUBICIN,Neutropenia,95
DOXORUBICIN,Cardiotoxicity,62
DOXORUBICIN,Condition aggravated,61
DOXORUBICIN,Anaemia,59
DOXORUBICIN,Neuropathy peripheral,59
DOXORUBICIN,Pyrexia,58
DOXYCYCLINE,Drug ineffective,145
DOXYCYCLINE,Off label use,122
DOXYCYCLINE,Rash,79
DOXYCYCLINE,Condition aggravated,78
DOXYCYCLINE,Vomiting,77
DOXYCYCLINE,Nausea,73
DOXYCYCLINE,Gastrointestinal disorder,61
DOXYCYCLINE,Headache,51
DOXYCYCLINE,Treatment failure,51
DOXYCYCLINE,Arthralgia,49
DUPILUMAB,Pruritus,174
DUPILUMAB,Injection site pain,137
DUPILUMAB,Accidental exposure to product,121
DUPILUMAB,Off label use,120
DUPILUMAB,Rash,119
DUPILUMAB,Exposure via skin contact,117
DUPILUMAB,Dyspnoea,99
DUPILUMAB,Dermatitis atopic,94
DUPILUMAB,Product use in unapproved indication,89
DUPILUMAB,Erythema,85
DUPIXENT,Pruritus,20633
DUPIXENT,Dermatitis atopic,18078
DUPIXENT,Injection site pain,13223
DUPIXENT,Product use in unapproved indication,12174
DUPIXENT,Rash,11964
DUPIXENT,Eczema,10269
DUPIXENT,Condition aggravated,9278
DUPIXENT,Drug ineffective,8235
DUPIXENT,Dry skin,7834
DUPIXENT,Inappropriate schedule of product administration,7407
DURVALUMAB,Death,848
DURVALUMAB,Malignant neoplasm progression,184
DURVALUMAB,Pyrexia,133
DURVALUMAB,Neutrophil count decreased,124
DURVALUMAB,Diarrhoea,113
DURVALUMAB,Cholangitis,107
DURVALUMAB,Platelet count decreased,96
DURVALUMAB,Liver disorder,93
DURVALUMAB,Anaemia,91
DURVALUMAB,Rash,83
ELIGARD,Intercepted product preparation error,1853
ELIGARD,Syringe issue,929
ELIGARD,Device leakage,925
ELIGARD,Injection site pain,864
ELIGARD,Hot flush,838
ELIGARD,Death,793
ELIGARD,Wrong technique in product usage process,650
ELIGARD,Device occlusion,644
ELIGARD,Fatigue,480
ELIGARD,Intentional product use issue,449
ELIQUIS,Death,802
ELIQUIS,Off label use,521
ELIQUIS,Treatment noncompliance,454
ELIQUIS,Inability to afford medication,325
ELIQUIS,Hospitalisation,298
ELIQUIS,Adverse event,224
ELIQUIS,Cerebrovascular accident,209
ELIQUIS,Product use issue,209
ELIQUIS,Haemorrhage,181
ELIQUIS,Fall,169
EMGALITY,Injection site pain,1275
EMGALITY,Incorrect dose administered by device,390
EMGALITY,Drug dose omission by device,323
EMGALITY,Migraine,296
EMGALITY,Injection site haemorrhage,290
EMGALITY,Underdose,282
EMGALITY,Headache,212
EMGALITY,Incorrect dose administered,192
EMGALITY,Drug ineffective,87
EMGALITY,Injection site bruising,83
ENBREL,Drug dose omission by device,351
ENBREL,Device difficult to use,308
ENBREL,Therapy interrupted,299
ENBREL,Drug ineffective,278
ENBREL,Off label use,233
ENBREL,Drug hypersensitivity,221
ENBREL,Pain,207
ENBREL,Injection site pain,205
ENBREL,Rheumatoid arthritis,148
ENBREL,Infection,135
ENHERTU,Death,333
ENHERTU,Nausea,263
ENHERTU,Fatigue,245
ENHERTU,Interstitial lung disease,224
ENHERTU,Disease progression,222
ENHERTU,Asthenia,142
ENHERTU,Diarrhoea,135
ENHERTU,Vomiting,132
ENHERTU,Decreased appetite,112
ENHERTU,Off label use,95
ENTRESTO,Hypotension,205
ENTRESTO,Wrong technique in product usage process,144
ENTRESTO,Dyspnoea,115
ENTRESTO,Off label use,114
ENTRESTO,Dizziness,112
ENTRESTO,Cardiac failure,101
ENTRESTO,Fatigue,94
ENTRESTO,Renal impairment,94
ENTRESTO,Blood pressure decreased,85
ENTRESTO,Blood pressure increased,69
ENTYVIO,Diarrhoea,285
ENTYVIO,No adverse event,266
ENTYVIO,Colitis ulcerative,264
ENTYVIO,Off label use,255
ENTYVIO,Fatigue,245
ENTYVIO,Inappropriate schedule of product administration,236
ENTYVIO,Drug ineffective,175
ENTYVIO,Abdominal pain,150
ENTYVIO,Product dose omission issue,149
ENTYVIO,Nausea,144
EPIDIOLEX,Hospitalisation,1202
EPIDIOLEX,Seizure,1166
EPIDIOLEX,Off label use,610
EPIDIOLEX,Death,413
EPIDIOLEX,Somnolence,175
EPIDIOLEX,Product dose omission issue,169
EPIDIOLEX,Product administration interrupted,160
EPIDIOLEX,Diarrhoea,138
EPIDIOLEX,Emergency care,127
EPIDIOLEX,Weight decreased,110
ERLEADA,Rash,190
ERLEADA,Fatigue,112
ERLEADA,Death,98
ERLEADA,Pruritus,66
ERLEADA,Hot flush,52
ERLEADA,Decreased appetite,47
ERLEADA,Off label use,40
ERLEADA,Diarrhoea,39
ERLEADA,Prostatic specific antigen increased,38
ERLEADA,Arthralgia,34
ESCITALOPRAM,Sexual dysfunction,84
ESCITALOPRAM,Drug ineffective,78
ESCITALOPRAM,Toxicity to various agents,75
ESCITALOPRAM,Fatigue,74
ESCITALOPRAM,Anxiety,68
ESCITALOPRAM,Drug interaction,68
ESCITALOPRAM,Suicide attempt,67
ESCITALOPRAM,Tremor,66
ESCITALOPRAM,Suicidal ideation,63
ESCITALOPRAM,Serotonin syndrome,62
ESTRADIOL,Device adhesion issue,741
ESTRADIOL,Product adhesion issue,497
ESTRADIOL,Circumstance or information capable of leading to medication error,230
ESTRADIOL,Wrong technique in product usage process,202
ESTRADIOL,Drug ineffective,179
ESTRADIOL,Product dose omission issue,168
ESTRADIOL,No adverse event,158
ESTRADIOL,Device issue,131
ESTRADIOL,Off label use,114
ESTRADIOL,Incorrect dose administered,106
ESTRADIOL TRANSDERMAL SYSTEM,Product adhesion issue,871
ESTRADIOL TRANSDERMAL SYSTEM,No adverse event,307
ESTRADIOL TRANSDERMAL SYSTEM,Product substitution issue,184
ESTRADIOL TRANSDERMAL SYSTEM,Drug ineffective,141
ESTRADIOL TRANSDERMAL SYSTEM,Application site erythema,121
ESTRADIOL TRANSDERMAL SYSTEM,Application site pruritus,113
ESTRADIOL TRANSDERMAL SYSTEM,Product administered at inappropriate site,98
ESTRADIOL TRANSDERMAL SYSTEM,Wrong technique in product usage process,98
ESTRADIOL TRANSDERMAL SYSTEM,Application site rash,74
ESTRADIOL TRANSDERMAL SYSTEM,Hot flush,74
ETOPOSIDE,Off label use,403
ETOPOSIDE,Drug ineffective,169
ETOPOSIDE,Drug ineffective for unapproved indication,142
ETOPOSIDE,Febrile neutropenia,125
ETOPOSIDE,Disease progression,112
ETOPOSIDE,Neutropenia,80
ETOPOSIDE,Neoplasm progression,68
ETOPOSIDE,Thrombocytopenia,63
ETOPOSIDE,Condition aggravated,44
ETOPOSIDE,Pancytopenia,42
EVENITY,Arthralgia,129
EVENITY,Hospitalisation,119
EVENITY,Fall,116
EVENITY,Injection site pain,86
EVENITY,Headache,78
EVENITY,Femur fracture,73
EVENITY,Off label use,68
EVENITY,Compression fracture,62
EVENITY,Pain,62
EVENITY,Pain in extremity,59
EZETIMIBE,Myalgia,164
EZETIMIBE,Diarrhoea,90
EZETIMIBE,Arthralgia,84
EZETIMIBE,Fatigue,84
EZETIMIBE,Muscle spasms,82
EZETIMIBE,Headache,78
EZETIMIBE,Nausea,77
EZETIMIBE,Dizziness,54
EZETIMIBE,Pain in extremity,54
EZETIMIBE,Drug ineffective,48
FARXIGA,Death,243
FARXIGA,Fungal infection,106
FARXIGA,Product dose omission issue,91
FARXIGA,Urinary tract infection,79
FARXIGA,Dizziness,78
FARXIGA,Blood glucose increased,66
FARXIGA,Fatigue,61
FARXIGA,Pollakiuria,54
FARXIGA,Pruritus,54
FARXIGA,Weight decreased,52
FASENRA,Asthma,341
FASENRA,Product dose omission issue,263
FASENRA,Dyspnoea,222
FASENRA,Death,153
FASENRA,Cough,148
FASENRA,Device leakage,135
FASENRA,Inappropriate schedule of product administration,118
FASENRA,Drug ineffective,111
FASENRA,Headache,101
FASENRA,Arthralgia,95
FENFLURAMINE,Seizure,1421
FENFLURAMINE,Tricuspid valve incompetence,621
FENFLURAMINE,Drug ineffective,474
FENFLURAMINE,Weight decreased,434
FENFLURAMINE,Decreased appetite,422
FENFLURAMINE,Mitral valve incompetence,409
FENFLURAMINE,Somnolence,366
FENFLURAMINE,Off label use,344
FENFLURAMINE,Hospitalisation,278
FENFLURAMINE,Fatigue,271
FENTANYL,Drug abuse,882
FENTANYL,Toxicity to various agents,258
FENTANYL,Overdose,177
FENTANYL,Death,129
FENTANYL,Cardiac arrest,109
FENTANYL,Prescription drug used without a prescription,103
FENTANYL,Device malfunction,95
FENTANYL,Drug ineffective,94
FENTANYL,Respiratory arrest,89
FENTANYL,Device adhesion issue,85
FILSPARI,Dizziness,553
FILSPARI,Fatigue,497
FILSPARI,Hypotension,471
FILSPARI,Off label use,247
FILSPARI,Nausea,244
FILSPARI,Headache,208
FILSPARI,Peripheral swelling,206
FILSPARI,Product use in unapproved indication,206
FILSPARI,Pruritus,201
FILSPARI,Glomerular filtration rate decreased,188
FINASTERIDE,Adverse drug reaction,1761
FINASTERIDE,Adverse event,453
FINASTERIDE,Depression,378
FINASTERIDE,Erectile dysfunction,342
FINASTERIDE,Suicidal ideation,322
FINASTERIDE,Anxiety,204
FINASTERIDE,Loss of libido,170
FINASTERIDE,Brain fog,147
FINASTERIDE,Sexual dysfunction,145
FINASTERIDE,Depressed mood,135
FINTEPLA,Seizure,799
FINTEPLA,Tricuspid valve incompetence,572
FINTEPLA,Mitral valve incompetence,321
FINTEPLA,Drug ineffective,241
FINTEPLA,Decreased appetite,205
FINTEPLA,Weight decreased,205
FINTEPLA,Off label use,197
FINTEPLA,Pulmonary valve incompetence,192
FINTEPLA,Somnolence,186
FINTEPLA,Aortic valve incompetence,168
FLUOROURACIL,Diarrhoea,125
FLUOROURACIL,Nausea,108
FLUOROURACIL,Neutropenia,103
FLUOROURACIL,Off label use,102
FLUOROURACIL,Arteriospasm coronary,96
FLUOROURACIL,Drug ineffective,92
FLUOROURACIL,Neuropathy peripheral,88
FLUOROURACIL,Vomiting,81
FLUOROURACIL,Febrile neutropenia,69
FLUOROURACIL,Fatigue,64
FOSCARBIDOPA\FOSLEVODOPA,On and off phenomenon,480
FOSCARBIDOPA\FOSLEVODOPA,Fall,403
FOSCARBIDOPA\FOSLEVODOPA,Hallucination,344
FOSCARBIDOPA\FOSLEVODOPA,Dyskinesia,244
FOSCARBIDOPA\FOSLEVODOPA,Death,231
FOSCARBIDOPA\FOSLEVODOPA,General physical health deterioration,221
FOSCARBIDOPA\FOSLEVODOPA,Hypokinesia,147
FOSCARBIDOPA\FOSLEVODOPA,Infusion site erythema,139
FOSCARBIDOPA\FOSLEVODOPA,Mobility decreased,138
FOSCARBIDOPA\FOSLEVODOPA,Freezing phenomenon,137
FRUQUINTINIB,Death,576
FRUQUINTINIB,Fatigue,499
FRUQUINTINIB,Colorectal cancer metastatic,393
FRUQUINTINIB,Diarrhoea,272
FRUQUINTINIB,Blood pressure increased,269
FRUQUINTINIB,Asthenia,231
FRUQUINTINIB,Dysphonia,230
FRUQUINTINIB,Colon cancer,221
FRUQUINTINIB,Pain,167
FRUQUINTINIB,Decreased appetite,166
FULVESTRANT,Malignant neoplasm progression,265
FULVESTRANT,Fatigue,195
FULVESTRANT,Neutropenia,183
FULVESTRANT,Nausea,173
FULVESTRANT,Metastases to bone,142
FULVESTRANT,Diarrhoea,140
FULVESTRANT,Treatment failure,137
FULVESTRANT,Off label use,128
FULVESTRANT,Breast cancer metastatic,113
FULVESTRANT,Vomiting,113
FUROSEMIDE,Acute kidney injury,229
FUROSEMIDE,Drug ineffective,135
FUROSEMIDE,Condition aggravated,85
FUROSEMIDE,Hypokalaemia,82
FUROSEMIDE,Off label use,80
FUROSEMIDE,Hyponatraemia,64
FUROSEMIDE,Hypotension,59
FUROSEMIDE,Drug interaction,58
FUROSEMIDE,Hypocalcaemia,30
FUROSEMIDE,Fatigue,29
GABAPENTIN,Off label use,460
GABAPENTIN,Drug ineffective,377
GABAPENTIN,Somnolence,184
GABAPENTIN,Confusional state,159
GABAPENTIN,Toxicity to various agents,158
GABAPENTIN,Dizziness,155
GABAPENTIN,Nausea,155
GABAPENTIN,Fatigue,154
GABAPENTIN,Fall,131
GABAPENTIN,Pain,123
GEMCITABINE,Disease progression,204
GEMCITABINE,Off label use,203
GEMCITABINE,Drug ineffective,159
GEMCITABINE,Neutropenia,118
GEMCITABINE,Thrombocytopenia,116
GEMCITABINE,Neoplasm progression,99
GEMCITABINE,Fatigue,77
GEMCITABINE,Anaemia,70
GEMCITABINE,Thrombotic microangiopathy,67
GEMCITABINE,Diarrhoea,63
GEMTESA,Drug ineffective,288
GEMTESA,Death,112
GEMTESA,Therapy interrupted,90
GEMTESA,Drug effect less than expected,82
GEMTESA,Therapeutic product effect incomplete,81
GEMTESA,Urinary retention,78
GEMTESA,Headache,73
GEMTESA,Diarrhoea,71
GEMTESA,Urinary tract infection,60
GEMTESA,Urinary incontinence,56
GENOTROPIN,Drug dose omission by device,5805
GENOTROPIN,Device leakage,3200
GENOTROPIN,Device mechanical issue,2566
GENOTROPIN,Device information output issue,2341
GENOTROPIN,Device breakage,2240
GENOTROPIN,Device physical property issue,1313
GENOTROPIN,Device use error,1170
GENOTROPIN,Device defective,1020
GENOTROPIN,Wrong technique in device usage process,1018
GENOTROPIN,Device issue,1016
GLASSIA,Inappropriate schedule of product administration,1518
GLASSIA,Blood pressure increased,1054
GLASSIA,Dyspnoea,839
GLASSIA,Oxygen saturation decreased,819
GLASSIA,Pneumonia,800
GLASSIA,Cough,634
GLASSIA,Extra dose administered,620
GLASSIA,Product dose omission issue,579
GLASSIA,Blood pressure fluctuation,553
GLASSIA,Fatigue,524
GUSELKUMAB,Product dose omission issue,642
GUSELKUMAB,Device deployment issue,510
GUSELKUMAB,Accidental exposure to product,247
GUSELKUMAB,Needle issue,229
GUSELKUMAB,Device issue,148
GUSELKUMAB,Device defective,131
GUSELKUMAB,Device leakage,98
GUSELKUMAB,Incorrect dose administered,53
GUSELKUMAB,Injection site pain,45
GUSELKUMAB,Injection site haemorrhage,41
HEMANGEOL,Off label use,440
HEMANGEOL,Illness,219
HEMANGEOL,Inappropriate schedule of product administration,209
HEMANGEOL,Product administered to patient of inappropriate age,198
HEMANGEOL,Haemangioma,186
HEMANGEOL,Condition aggravated,166
HEMANGEOL,Sleep disorder,118
HEMANGEOL,Infantile spitting up,93
HEMANGEOL,Diarrhoea,77
HEMANGEOL,Pyrexia,70
HEMLIBRA,Haemorrhage,2665
HEMLIBRA,Off label use,247
HEMLIBRA,Fall,228
HEMLIBRA,Haemarthrosis,133
HEMLIBRA,Epistaxis,132
HEMLIBRA,Arthralgia,112
HEMLIBRA,Head injury,100
HEMLIBRA,Joint injury,100
HEMLIBRA,Contusion,95
HEMLIBRA,Pain,94
HIZENTRA,Headache,327
HIZENTRA,Fatigue,318
HIZENTRA,Infusion site swelling,254
HIZENTRA,Infusion site erythema,249
HIZENTRA,Pain,198
HIZENTRA,Off label use,187
HIZENTRA,Dyspnoea,173
HIZENTRA,Pyrexia,160
HIZENTRA,Decreased appetite,158
HIZENTRA,Therapy interrupted,158
HUMALOG,Haemorrhage,1388
HUMALOG,Blood glucose increased,812
HUMALOG,Pain,335
HUMALOG,Discomfort,301
HUMALOG,Incorrect dose administered,254
HUMALOG,Blood glucose decreased,218
HUMALOG,Visual impairment,186
HUMALOG,Contusion,163
HUMALOG,Accidental underdose,140
HUMALOG,Drug ineffective,119
HUMAN IMMUNOGLOBULIN G,COVID-19,4710
HUMAN IMMUNOGLOBULIN G,Sinusitis,4669
HUMAN IMMUNOGLOBULIN G,Fatigue,4505
HUMAN IMMUNOGLOBULIN G,Headache,4241
HUMAN IMMUNOGLOBULIN G,Product dose omission issue,4113
HUMAN IMMUNOGLOBULIN G,Inappropriate schedule of product administration,3853
HUMAN IMMUNOGLOBULIN G,Pneumonia,3205
HUMAN IMMUNOGLOBULIN G,Illness,3122
HUMAN IMMUNOGLOBULIN G,Pain,2999
HUMAN IMMUNOGLOBULIN G,Nasopharyngitis,2852
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,Inappropriate schedule of product administration,2212
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,Pneumonia,1494
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,COVID-19,1395
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,Sinusitis,1385
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,Infusion site erythema,1384
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,Fatigue,1355
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,Malaise,1288
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,Product dose omission issue,1190
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,Headache,1165
HUMAN IMMUNOGLOBULIN G\HYALURONIDASE RECOMBINANT HUMAN,Infusion site pain,1111
HUMIRA,Drug ineffective,765
HUMIRA,Pain,735
HUMIRA,Arthralgia,721
HUMIRA,Death,569
HUMIRA,Product storage error,521
HUMIRA,Device issue,495
HUMIRA,Fall,495
HUMIRA,Pain in extremity,419
HUMIRA,Fatigue,408
HUMIRA,Injection site haemorrhage,402
HYRIMOZ,Off label use,277
HYRIMOZ,General physical health deterioration,240
HYRIMOZ,Product dose omission issue,209
HYRIMOZ,Device malfunction,179
HYRIMOZ,Arthralgia,166
HYRIMOZ,Diarrhoea,153
HYRIMOZ,Drug ineffective,146
HYRIMOZ,Fatigue,141
HYRIMOZ,Crohn's disease,139
HYRIMOZ,Pain,131
IBRANCE,Fatigue,1241
IBRANCE,White blood cell count decreased,899
IBRANCE,Off label use,673
IBRANCE,Nausea,561
IBRANCE,Death,503
IBRANCE,Alopecia,492
IBRANCE,Diarrhoea,459
IBRANCE,Neutropenia,405
IBRANCE,Malignant neoplasm progression,312
IBRANCE,Asthenia,262
IBUPROFEN,Angioedema,423
IBUPROFEN,Urticaria,245
IBUPROFEN,Drug ineffective,241
IBUPROFEN,Intentional overdose,208
IBUPROFEN,Acute kidney injury,204
IBUPROFEN,Cross sensitivity reaction,182
IBUPROFEN,Anaphylactic reaction,169
IBUPROFEN,Vomiting,166
IBUPROFEN,Dyspnoea,165
IBUPROFEN,Drug hypersensitivity,145
ICATIBANT,Hereditary angioedema,2207
ICATIBANT,Weight increased,1135
ICATIBANT,Product use issue,1119
ICATIBANT,Weight decreased,1114
ICATIBANT,Treatment noncompliance,994
ICATIBANT,Stress,894
ICATIBANT,Product dose omission issue,844
ICATIBANT,Malaise,832
ICATIBANT,Inappropriate schedule of product administration,818
ICATIBANT,Headache,782
IDURSULFASE,Inappropriate schedule of product administration,2740
IDURSULFASE,Product dose omission issue,2522
IDURSULFASE,Pyrexia,2435
IDURSULFASE,Cough,2043
IDURSULFASE,Poor venous access,1625
IDURSULFASE,Malaise,1438
IDURSULFASE,COVID-19,1427
IDURSULFASE,Nasopharyngitis,1378
IDURSULFASE,Weight increased,1323
IDURSULFASE,Dyspnoea,1270
IMATINIB,Drug ineffective,191
IMATINIB,Drug resistance,109
IMATINIB,Pleural effusion,107
IMATINIB,Nausea,101
IMATINIB,Thrombocytopenia,91
IMATINIB,Toxicity to various agents,82
IMATINIB,Haematotoxicity,79
IMATINIB,Malignant neoplasm progression,75
IMATINIB,Drug intolerance,74
IMATINIB,Diarrhoea,70
IMBRUVICA,Death,358
IMBRUVICA,Off label use,177
IMBRUVICA,Fatigue,130
IMBRUVICA,Fall,129
IMBRUVICA,Atrial fibrillation,126
IMBRUVICA,Diarrhoea,117
IMBRUVICA,Pneumonia,105
IMBRUVICA,Surgery,102
IMBRUVICA,Asthenia,84
IMBRUVICA,Nausea,78
IMFINZI,Death,659
IMFINZI,Malignant neoplasm progression,188
IMFINZI,Neutrophil count decreased,130
IMFINZI,Diarrhoea,95
IMFINZI,Cytokine release syndrome,93
IMFINZI,Pyrexia,89
IMFINZI,Myelosuppression,82
IMFINZI,Platelet count decreased,79
IMFINZI,Rash,76
IMFINZI,Anaemia,75
INFLECTRA,Off label use,6183
INFLECTRA,Condition aggravated,3916
INFLECTRA,Intentional product use issue,1973
INFLECTRA,Arthralgia,1939
INFLECTRA,Inappropriate schedule of product administration,1585
INFLECTRA,Fatigue,838
INFLECTRA,Blood pressure increased,769
INFLECTRA,Therapeutic response shortened,766
INFLECTRA,Weight increased,726
INFLECTRA,COVID-19,635
INFLIXIMAB,Off label use,2072
INFLIXIMAB,Intentional product use issue,1314
INFLIXIMAB,Condition aggravated,1195
INFLIXIMAB,Overdose,953
INFLIXIMAB,Arthralgia,589
INFLIXIMAB,Inappropriate schedule of product administration,498
INFLIXIMAB,Drug ineffective,437
INFLIXIMAB,Crohn's disease,335
INFLIXIMAB,Underdose,334
INFLIXIMAB,Fatigue,324
INVEGA SUSTENNA,Off label use,247
INVEGA SUSTENNA,Product dose omission issue,153
INVEGA SUSTENNA,Hospitalisation,86
INVEGA SUSTENNA,Weight increased,70
INVEGA SUSTENNA,Schizophrenia,51
INVEGA SUSTENNA,Tremor,46
INVEGA SUSTENNA,Drug ineffective,44
INVEGA SUSTENNA,Incorrect dose administered,42
INVEGA SUSTENNA,Condition aggravated,38
INVEGA SUSTENNA,Insomnia,34
ISOTRETINOIN,Exposure during pregnancy,216
ISOTRETINOIN,Adverse drug reaction,214
ISOTRETINOIN,Depression,176
ISOTRETINOIN,Product use issue,125
ISOTRETINOIN,Arthralgia,105
ISOTRETINOIN,Product dose omission issue,105
ISOTRETINOIN,Dry skin,104
ISOTRETINOIN,Drug ineffective,95
ISOTRETINOIN,Mood altered,89
ISOTRETINOIN,Headache,75
IXAZOMIB,Diarrhoea,571
IXAZOMIB,Off label use,424
IXAZOMIB,Fatigue,423
IXAZOMIB,Nausea,399
IXAZOMIB,Product dose omission issue,374
IXAZOMIB,Peripheral swelling,361
IXAZOMIB,Neuropathy peripheral,344
IXAZOMIB,Pneumonia,296
IXAZOMIB,Death,252
IXAZOMIB,Vomiting,240
JAKAFI,Off label use,2372
JAKAFI,Fatigue,1154
JAKAFI,Product dose omission issue,867
JAKAFI,Dizziness,458
JAKAFI,Product availability issue,405
JAKAFI,Asthenia,391
JAKAFI,Pain,379
JAKAFI,Headache,372
JAKAFI,Death,369
JAKAFI,Nausea,353
JARDIANCE,Urinary tract infection,148
JARDIANCE,Fungal infection,140
JARDIANCE,Diabetic ketoacidosis,103
JARDIANCE,Fournier's gangrene,100
JARDIANCE,Dizziness,98
JARDIANCE,Weight decreased,96
JARDIANCE,Off label use,95
JARDIANCE,Euglycaemic diabetic ketoacidosis,94
JARDIANCE,Nausea,92
JARDIANCE,Blood glucose increased,87
KEPPRA,Seizure,240
KEPPRA,Off label use,109
KEPPRA,Drug ineffective,105
KEPPRA,Drug hypersensitivity,88
KEPPRA,Somnolence,66
KEPPRA,Fatigue,63
KEPPRA,No adverse event,52
KEPPRA,Maternal exposure during pregnancy,50
KEPPRA,Anger,45
KEPPRA,Dizziness,43
KESIMPTA,Fatigue,971
KESIMPTA,Headache,771
KESIMPTA,Pain,611
KESIMPTA,Pyrexia,581
KESIMPTA,Influenza like illness,512
KESIMPTA,Multiple sclerosis,512
KESIMPTA,Multiple sclerosis relapse,433
KESIMPTA,Lower respiratory tract infection,397
KESIMPTA,Chills,384
KESIMPTA,Malaise,332
KEVZARA,Arthralgia,1159
KEVZARA,Pain,957
KEVZARA,Drug ineffective,814
KEVZARA,Joint swelling,723
KEVZARA,Condition aggravated,621
KEVZARA,Rheumatoid arthritis,466
KEVZARA,Loss of personal independence in daily activities,417
KEVZARA,Product use in unapproved indication,411
KEVZARA,Gait disturbance,272
KEVZARA,Fatigue,253
KEYTRUDA,Malignant neoplasm progression,1272
KEYTRUDA,Death,555
KEYTRUDA,Therapy partial responder,455
KEYTRUDA,Diarrhoea,448
KEYTRUDA,Inappropriate schedule of product administration,385
KEYTRUDA,Pyrexia,383
KEYTRUDA,Rash,361
KEYTRUDA,Neuropathy peripheral,350
KEYTRUDA,Malaise,344
KEYTRUDA,Renal impairment,339
KISQALI,Neutropenia,590
KISQALI,Nausea,452
KISQALI,Fatigue,445
KISQALI,Decreased immune responsiveness,326
KISQALI,Vomiting,293
KISQALI,Asthenia,286
KISQALI,Malaise,282
KISQALI,White blood cell count decreased,278
KISQALI,Pain,267
KISQALI,Diarrhoea,254
KISUNLA,Amyloid related imaging abnormality-oedema/effusion,288
KISUNLA,Amyloid related imaging abnormality-microhaemorrhages and haemosiderin deposits,214
KISUNLA,Infusion related reaction,193
KISUNLA,Headache,149
KISUNLA,Amyloid related imaging abnormalities,102
KISUNLA,Flushing,98
KISUNLA,Cerebral haemorrhage,95
KISUNLA,Dizziness,75
KISUNLA,Nausea,70
KISUNLA,Dyspnoea,62
LAMOTRIGINE,Toxicity to various agents,200
LAMOTRIGINE,Drug reaction with eosinophilia and systemic symptoms,153
LAMOTRIGINE,Drug ineffective,140
LAMOTRIGINE,Rash,122
LAMOTRIGINE,Seizure,91
LAMOTRIGINE,Intentional overdose,87
LAMOTRIGINE,Suicide attempt,86
LAMOTRIGINE,Off label use,76
LAMOTRIGINE,Foetal exposure during pregnancy,75
LAMOTRIGINE,Drug interaction,70
LANADELUMAB,Hereditary angioedema,2322
LANADELUMAB,Product dose omission issue,1181
LANADELUMAB,Weight decreased,1120
LANADELUMAB,Weight increased,1055
LANADELUMAB,Inappropriate schedule of product administration,820
LANADELUMAB,Product use issue,683
LANADELUMAB,Stress,497
LANADELUMAB,Insurance issue,477
LANADELUMAB,COVID-19,460
LANADELUMAB,Injection site pain,419
LANTUS,Off label use,620
LANTUS,Product storage error,133
LANTUS,Blood glucose increased,120
LANTUS,Inappropriate schedule of product administration,78
LANTUS,Product dispensing error,49
LANTUS,Drug ineffective,40
LANTUS,Visual impairment,35
LANTUS,Accidental exposure to product,34
LANTUS,Exposure via skin contact,34
LANTUS,Product dispensing issue,34
LANTUS SOLOSTAR,Off label use,3170
LANTUS SOLOSTAR,Product storage error,1099
LANTUS SOLOSTAR,Blood glucose increased,512
LANTUS SOLOSTAR,Product dispensing error,384
LANTUS SOLOSTAR,Inappropriate schedule of product administration,368
LANTUS SOLOSTAR,Accidental exposure to product,234
LANTUS SOLOSTAR,Exposure via skin contact,230
LANTUS SOLOSTAR,Visual impairment,226
LANTUS SOLOSTAR,Product dispensing issue,200
LANTUS SOLOSTAR,Intentional product misuse,165
LENALIDOMIDE,Off label use,1245
LENALIDOMIDE,Diarrhoea,1139
LENALIDOMIDE,Therapy interrupted,974
LENALIDOMIDE,Fatigue,968
LENALIDOMIDE,Product dose omission issue,960
LENALIDOMIDE,Rash,692
LENALIDOMIDE,Death,509
LENALIDOMIDE,Constipation,502
LENALIDOMIDE,Pneumonia,499
LENALIDOMIDE,White blood cell count decreased,430
LENVATINIB,Hypertension,235
LENVATINIB,Hypothyroidism,161
LENVATINIB,Diarrhoea,139
LENVATINIB,Proteinuria,134
LENVATINIB,Decreased appetite,119
